,ls_ret,value,cumulative_ret,MKTRF,SMB,HML,RF,MOM,DATE,yyyymm,ls_sub_rf
200206,-0.04729564767330882,676945317.162252,353.0011866283754,-0.0721,0.0429,-0.0003,0.0013,0.0603,2002-06-28,200206,-0.048595647673308824
200207,-0.07262442578476941,1096557544.4352221,327.3646781481474,-0.0818,-0.0528,-0.0385,0.0015,0.0377,2002-07-31,200207,-0.07412442578476941
200208,0.0596337625915608,303842225.8060236,346.8866656456967,0.005,-0.0286,0.0329,0.0014000000000000002,0.019,2002-08-30,200208,0.0582337625915608
200209,0.08376787237648387,636385466.070741,375.9446235826095,-0.1035,0.024,0.0147,0.0014000000000000002,0.0913,2002-09-30,200209,0.08236787237648387
200210,0.1567896795214007,789867090.0424852,434.88886063192047,0.0784,-0.034,-0.0394,0.0014000000000000002,-0.0558,2002-10-31,200210,0.15538967952140068
200211,0.013420022954232946,865296492.4182425,440.7250791241411,0.0596,0.0319,-0.0121,0.0012,-0.16329999999999997,2002-11-29,200211,0.012220022954232947
200212,0.16595802676006724,524987680.07749736,513.8669435992581,-0.0576,0.0009,0.021400000000000002,0.0011,0.0964,2002-12-31,200212,0.16485802676006725
200301,0.03142147951937083,640267004.9568896,530.0134032432438,-0.025699999999999997,0.013500000000000002,-0.008100000000000001,0.001,0.0155,2003-01-31,200301,0.030421479519370832
200302,-0.03835011650808155,436514194.3518686,509.6873274780206,-0.018799999999999997,-0.0045000000000000005,-0.0138,0.0009,0.011699999999999999,2003-02-28,200302,-0.03925011650808155
200303,0.0058207272640651495,517173559.8937464,512.6540784012204,0.0109,0.0103,-0.0191,0.001,0.0148,2003-03-31,200303,0.004820727264065149
200304,0.03565875154454261,183214402.43563414,530.934682811226,0.08220000000000001,0.0066,0.011699999999999999,0.001,-0.0933,2003-04-30,200304,0.03465875154454261
200305,-0.0043861784972250295,669815531.9742985,528.6059085220485,0.0605,0.047400000000000005,0.005,0.0009,-0.107,2003-05-30,200305,-0.005286178497225029
200306,0.020376171570540853,686738034.0401525,539.3768732072954,0.014199999999999999,0.0177,0.0015,0.001,-0.01,2003-06-30,200306,0.019376171570540852
200307,0.05983130565090547,444023950.836051,571.6484957691907,0.0235,0.050499999999999996,-0.0124,0.0007000000000000001,-0.0024,2003-07-31,200307,0.05913130565090547
200308,-0.014158336073160166,416689323.6888094,563.5549042503741,0.023399999999999997,0.0259,0.0154,0.0007000000000000001,-0.0062,2003-08-29,200308,-0.014858336073160165
200309,0.05394992194626301,333100077.9770794,593.9586473471154,-0.0124,0.008,0.0015,0.0008,-0.0019,2003-09-30,200309,0.05314992194626301
200310,0.05833366275986743,628057299.1153908,628.606430774769,0.0608,0.0269,0.0197,0.0007000000000000001,0.039900000000000005,2003-10-31,200310,0.05763366275986743
200311,0.07466645287455652,522544931.4629631,675.5422432148564,0.013500000000000002,0.0207,0.0178,0.0007000000000000001,0.0146,2003-11-28,200311,0.07396645287455651
200312,0.019699970299067622,753323244.2193518,688.8504053419546,0.0429,-0.0268,0.0161,0.0008,-0.0557,2003-12-31,200312,0.018899970299067623
200401,0.08432249951176342,587027815.4748125,746.9359933100797,0.0215,0.0255,0.0248,0.0007000000000000001,0.0258,2004-01-30,200401,0.08362249951176341
200402,-0.02308067714329807,655711413.5033097,729.696204801781,0.013999999999999999,-0.0158,0.0091,0.0006,-0.011399999999999999,2004-02-27,200402,-0.02368067714329807
200403,-0.017338080966273203,697051826.9626551,717.0446729221455,-0.0132,0.0172,0.0028000000000000004,0.0009,0.0017000000000000001,2004-03-31,200403,-0.018238080966273204
200404,-0.05337079323868714,330168933.2643461,678.7754299407156,-0.0183,-0.0168,-0.030899999999999997,0.0008,-0.0538,2004-04-30,200404,-0.05417079323868714
200405,0.05934041517875376,727751653.4894242,719.0542457665348,0.011699999999999999,-0.002,-0.0024,0.0006,0.015,2004-05-28,200405,0.05874041517875376
200406,0.03358266580934551,424664670.3596387,743.2020042009033,0.018600000000000002,0.0226,0.011899999999999999,0.0008,0.020499999999999997,2004-06-30,200406,0.03278266580934551
200407,0.004607052785222936,691668777.6409414,746.6259750643403,-0.0406,-0.0381,0.0323,0.001,-0.0229,2004-07-30,200407,0.0036070527852229356
200408,-0.016036497429013235,385049550.71600056,734.6527095347865,0.0008,-0.0149,0.01,0.0011,-0.0159,2004-08-31,200408,-0.017136497429013235
200409,0.047564512163045886,827458339.6410499,769.5961072730685,0.016,0.0302,-0.0001,0.0011,0.054900000000000004,2004-09-30,200409,0.04646451216304589
200410,0.004368116073310356,605505666.9163239,772.9577923992051,0.0143,0.0015,-0.0022,0.0011,-0.0138,2004-10-29,200410,0.0032681160733103558
200411,0.10859930857127024,931985723.6135311,856.9004742085342,0.0454,0.0374,0.014199999999999999,0.0015,0.0316,2004-11-30,200411,0.10709930857127024
200412,0.03646888887337612,496447996.49335814,888.1506823779886,0.034300000000000004,-0.0003,-0.0022,0.0016,-0.0287,2004-12-31,200412,0.03486888887337612
200501,-0.0038161501288413863,564258907.0611591,884.7613660370013,-0.0276,-0.0172,0.0206,0.0016,0.0305,2005-01-31,200501,-0.005416150128841386
200502,0.03242766620744737,686354493.9744339,913.4521122880943,0.0189,-0.005699999999999999,0.015300000000000001,0.0016,0.0337,2005-02-28,200502,0.030827666207447372
200503,-0.01057315296898393,917816785.0455109,903.7940433750308,-0.0197,-0.013999999999999999,0.0204,0.0021,0.0040999999999999995,2005-03-31,200503,-0.01267315296898393
200504,-0.06386642631453773,916285491.9233134,846.0719477003013,-0.026099999999999998,-0.0393,0.0006,0.0021,-0.0069,2005-04-29,200504,-0.06596642631453774
200505,0.12024602986057288,787995954.7638164,947.8087403876649,0.0365,0.028900000000000002,-0.0064,0.0024,0.0045000000000000005,2005-05-31,200505,0.11784602986057288
200506,0.05851997836240726,409937357.3653698,1003.2744873668515,0.005699999999999999,0.0259,0.0282,0.0023,0.020499999999999997,2005-06-30,200506,0.05621997836240726
200507,0.028459475456696498,679753488.6512651,1031.8271530163981,0.0392,0.028999999999999998,-0.0078000000000000005,0.0024,0.0006,2005-07-29,200507,0.0260594754566965
200508,0.017773429657530027,907500900.2334261,1050.1662603392647,-0.012199999999999999,-0.0098,0.0132,0.003,0.0208,2005-08-31,200508,0.014773429657530028
200509,-0.03191407618578522,509567246.1153784,1016.6511742990563,0.0049,-0.0066,0.0072,0.0029,0.034300000000000004,2005-09-30,200509,-0.03481407618578522
200510,-0.04772390441402143,1562171434.9333825,968.1326108344055,-0.0202,-0.0125,0.0043,0.0027,-0.0139,2005-10-31,200510,-0.050423904414021434
200511,0.014581955217925692,503779808.46210957,982.2498772106062,0.0361,0.01,-0.0118,0.0031,0.0034999999999999996,2005-11-30,200511,0.011481955217925692
200512,0.02056088455370625,1498091120.6966958,1002.4458035388255,-0.0025,-0.0042,0.002,0.0032,0.0077,2005-12-30,200512,0.017360884553706248
200601,0.059651371978578116,665336332.1016989,1062.2430710540846,0.0304,0.053899999999999997,0.0108,0.0034999999999999996,0.0253,2006-01-31,200601,0.05615137197857811
200602,0.04829121128979906,690906089.5060468,1113.5400756394824,-0.003,-0.0038,-0.0034999999999999996,0.0034000000000000002,-0.0184,2006-02-28,200602,0.04489121128979906
200603,0.043024710965929205,926970747.9994249,1161.44981554285,0.0146,0.0345,0.0059,0.0037,0.0126,2006-03-31,200603,0.039324710965929204
200604,0.006840383466333151,1532800981.600254,1169.394577658065,0.0073,-0.014199999999999999,0.023399999999999997,0.0036,0.0064,2006-04-28,200604,0.0032403834663331512
200605,-0.011497647638189744,1481254957.6361566,1155.9492908541429,-0.035699999999999996,-0.0296,0.0242,0.0043,-0.037000000000000005,2006-05-31,200605,-0.015797647638189742
